Olcum Zamani;Bara Adi;Bara ID;Kurulu Guc;Pmkud;TPYS Bara Gerilim Set;TPYS Bara Gerilim Dusumu;Canli Bara;Toplam Unite Pgen Aktif (MW);Toplam Unite Qgen Reaktif (MVAr);Toplam D.I. MVar Limit;Toplam A.I. MVar Limit;Devre Durumu;Yukumluluk Durumu;D.I. MVAR Onay Durumu;A.I. MVAR Onay Durumu;Onay Durum
"1 Nis 2026 10:59:00";"KURTKAYASI RES";4772;"48,60";"4,86";"160,00";"7,00";"160,44";"41,93";"0,39";"-0,59";"0,00";"1";"1";"0";"0";"0"
