BYTM Adi;Olcum Zamani;Bara ID;Bara Adi;TPYS Set;Kurulu Guc;Pmkud;MinMkud;Canli Bara;Bara Set Ust Limit;Bara Set Alt Limit;Toplam Unite Pgen Aktif (MW);Toplam Unite Qgen Reaktif (MVAr);Devre Durumu;Yukumluluk Durumu;Bara Set Onay Durumu;Onay Durum
"OA_YTM";"1 Nis 2026 00:00:00";5532;"ACWA KIRIKKALE DGKC";"404,00";"927,40";"460,00";"217,00";"409,51";"410,00";"398,00";"0,42";"-0,51";"0";"0";"1";"1"
