"Tur";"ID";"Ad";"TM";"kV";"SCADA ID";"Durum";"Neden";"Kaynak Zaman";"Birincil";"Ikincil";"Yuklenme (%)";"Direction Metric";"Direction Value";"Direction Source";"Formula Sign";"Orientation Match";"Alias Match Basis";"Resolution Method";"Candidate Slot";"Source Side";"Target Side";"Selected Candidate";"Backup Used";"Formula Sign Applied";"Orientation Rule";"Candidate Conflict"
"bara";"5325";"154 B-1A";"BAYMİNA DGKÇ";"154";"53aeb0f8-eb6e-41a0-8f8a-46e6642e5a1a";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"155,53";"";"";"voltage";"155,53";"";"0";"unknown";"";"";"";"";"";"53aeb0f8-eb6e-41a0-8f8a-46e6642e5a1a";"";"0";"";""
"bara";"5326";"154 B-1B";"BAYMİNA DGKÇ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"5327";"154 B-1C";"BAYMİNA DGKÇ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"5328";"154 B-1";"BEYLİKKÖPRÜ";"154";"89e22c74-05bd-466e-839c-863a525f45e8";"matched-stale";"Kaynak satir bulundu ancak veri stale durumda.";"20.04.2026 23:19:00";"145,13";"";"";"voltage";"145,13";"";"0";"unknown";"";"";"";"";"";"89e22c74-05bd-466e-839c-863a525f45e8";"";"0";"";""
"bara";"5329";"154 B-1";"BEYPAZARI";"154";"5918bfbe-1be6-4e24-bdba-64279dc367e1";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"157,82";"";"";"voltage";"157,82";"";"0";"unknown";"";"";"";"";"";"5918bfbe-1be6-4e24-bdba-64279dc367e1";"";"0";"";""
"bara";"5332";"154 B-1";"BOĞAZLIYAN";"154";"e85d8c91-4e23-452b-9766-1cf4e2ad6375";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"160,13";"";"";"voltage";"160,13";"";"0";"unknown";"";"";"";"";"";"e85d8c91-4e23-452b-9766-1cf4e2ad6375";"";"0";"";""
"bara";"5333";"154 B-1";"BOR";"154";"4e14dfbf-d08d-42a2-9da3-3138d9e41537";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"159,11";"";"";"voltage";"159,11";"";"0";"unknown";"";"";"";"";"";"4e14dfbf-d08d-42a2-9da3-3138d9e41537";"";"0";"";""
"bara";"5336";"154 B-1";"ÇAMLICA1 HES";"154";"9123fbf6-fa8f-4c82-9f89-073e58900fc4";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"159,70";"";"";"voltage";"159,70";"";"0";"unknown";"";"";"";"";"";"9123fbf6-fa8f-4c82-9f89-073e58900fc4";"";"0";"";""
"bara";"5337";"154 B-2";"ÇAMLICA1 HES";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"5338";"154 B-1";"ÇAYIRHAN TES";"154";"11ebeecd-351a-4efa-a5ab-1546b69d995d";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"154,73";"";"";"voltage";"154,73";"";"0";"unknown";"";"";"";"";"";"11ebeecd-351a-4efa-a5ab-1546b69d995d";"";"0";"";""
"bara";"5343";"154 B-1";"CİHANBEYLİ";"154";"5d5d55c1-ae5d-41dc-a449-e87660811f24";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"156,75";"";"";"voltage";"156,75";"";"0";"unknown";"";"";"";"";"";"5d5d55c1-ae5d-41dc-a449-e87660811f24";"";"0";"";""
"bara";"5344";"154 B-1";"ÇİMPOR";"154";"6c0b9799-850e-453a-9a74-4e22f96b8430";"matched-stale";"Kaynak satir bulundu ancak veri stale durumda.";"20.04.2026 23:22:00";"155,80";"";"";"voltage";"155,80";"";"0";"unknown";"";"";"";"";"";"6c0b9799-850e-453a-9a74-4e22f96b8430";"";"0";"";""
"bara";"5345";"154 B-2";"ÇİMPOR";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"5348";"154 B-1";"ÇİNKUR";"154";"ea5e94db-fb9e-4440-ba73-f2012941fcaa";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"159,25";"";"";"voltage";"159,25";"";"0";"unknown";"";"";"";"";"";"ea5e94db-fb9e-4440-ba73-f2012941fcaa";"";"0";"";""
"bara";"5353";"154 B-1";"ÇUMRA";"154";"ab0400c1-eda0-4580-a9dc-5eb088f4ddbb";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"156,82";"";"";"voltage";"156,82";"";"0";"unknown";"";"";"";"";"";"ab0400c1-eda0-4580-a9dc-5eb088f4ddbb";"";"0";"";""
"bara";"5355";"154 B-1";"DERİNKUYU";"154";"c9cc884f-86fa-4653-8a0d-5d7a1710244a";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"158,81";"";"";"voltage";"158,81";"";"0";"unknown";"";"";"";"";"";"c9cc884f-86fa-4653-8a0d-5d7a1710244a";"";"0";"";""
"bara";"5356";"154 B-2";"DERİNKUYU";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"5358";"154 B-1";"EMİRLER";"154";"f0c8b882-c0df-4077-a297-27de022741d1";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"156,63";"";"";"voltage";"156,63";"";"0";"unknown";"";"";"";"";"";"f0c8b882-c0df-4077-a297-27de022741d1";"";"0";"";""
"bara";"5360";"154 B-1";"ESENBOĞA";"154";"3b922358-896f-4d85-845d-8bce5bb447eb";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"158,44";"";"";"voltage";"158,44";"";"0";"unknown";"";"";"";"";"";"3b922358-896f-4d85-845d-8bce5bb447eb";"";"0";"";""
"bara";"5363";"154 B-1";"ETİ SODA";"154";"1bd192b3-b525-445c-b2c7-d65fad2fd577";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"154,91";"";"";"voltage";"154,91";"";"0";"unknown";"";"";"";"";"";"1bd192b3-b525-445c-b2c7-d65fad2fd577";"";"0";"";""
"bara";"5365";"154 B-1";"KULU";"154";"dcee4cb1-30d6-44a3-9338-de832f4b61c1";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"156,65";"";"";"voltage";"156,65";"";"0";"unknown";"";"";"";"";"";"dcee4cb1-30d6-44a3-9338-de832f4b61c1";"";"0";"";""
"bara";"5368";"154 B-1";"GÜNEYSINIR";"154";"46307014-185e-49b3-ac9f-7c230ec993ee";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"159,20";"";"";"voltage";"159,20";"";"0";"unknown";"";"";"";"";"";"46307014-185e-49b3-ac9f-7c230ec993ee";"";"0";"";""
"bara";"5369";"154 B-1";"BAYRAMHACILI HES";"154";"aef439d9-52b6-4597-aae3-0f9b5658d021";"matched-stale";"Kaynak satir bulundu ancak veri stale durumda.";"20.04.2026 23:11:00";"158,80";"";"";"voltage";"158,80";"";"0";"unknown";"";"";"";"";"";"aef439d9-52b6-4597-aae3-0f9b5658d021";"";"0";"";""
"bara";"5370";"154 B-1A";"DDY KOCAHACILI";"154";"825a7fdb-2dc9-4234-9be8-cc4ea0b806dd";"matched-stale";"Kaynak satir bulundu ancak veri stale durumda.";"20.04.2026 14:50:00";"0,00";"";"";"voltage";"0,00";"";"0";"unknown";"";"";"";"";"";"825a7fdb-2dc9-4234-9be8-cc4ea0b806dd";"";"0";"";""
"bara";"5371";"154 B-1A";"DDY ÇAYIRBAŞI";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"5372";"154 B-1A";"DDY GÖZLÜ";"154";"7a813d2a-8837-4a01-ad93-f2ec698a49a7";"matched-stale";"Kaynak satir bulundu ancak veri stale durumda.";"20.04.2026 14:50:00";"0,00";"";"";"voltage";"0,00";"";"0";"unknown";"";"";"";"";"";"7a813d2a-8837-4a01-ad93-f2ec698a49a7";"";"0";"";""
"bara";"5373";"154 B-1A";"DDY A.PINARBAŞI";"154";"225fd133-4eae-4fba-87ee-b414e0c0919c";"matched-stale";"Kaynak satir bulundu ancak veri stale durumda.";"20.04.2026 14:50:00";"0,00";"";"";"voltage";"0,00";"";"0";"unknown";"";"";"";"";"";"225fd133-4eae-4fba-87ee-b414e0c0919c";"";"0";"";""
"bara";"5374";"154 B-1";"KEPEZKAYA HAVZA";"154";"c7fd500c-6324-47b6-b016-80710e95a40a";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"160,13";"";"";"voltage";"160,13";"";"0";"unknown";"";"";"";"";"";"c7fd500c-6324-47b6-b016-80710e95a40a";"";"0";"";""
"bara";"5376";"154 B-1";"NİĞDE OSB";"154";"f2844772-1691-4717-bbc8-09509d14742e";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"158,55";"";"";"voltage";"158,55";"";"0";"unknown";"";"";"";"";"";"f2844772-1691-4717-bbc8-09509d14742e";"";"0";"";""
"bara";"5377";"154 B-1";"ÇAMLICA3 HES";"154";"0deee525-09b1-4e06-8b6b-1ed0a77561a2";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"158,95";"";"";"voltage";"158,95";"";"0";"unknown";"";"";"";"";"";"0deee525-09b1-4e06-8b6b-1ed0a77561a2";"";"0";"";""
"bara";"5378";"154 B-1";"KEPEZKAYA HES";"154";"7e02c640-e058-49a4-9a11-3212fbf49e1b";"matched-stale";"Kaynak satir bulundu ancak veri stale durumda.";"20.04.2026 14:50:00";"0,00";"";"";"voltage";"0,00";"";"0";"unknown";"";"";"";"";"";"7e02c640-e058-49a4-9a11-3212fbf49e1b";"";"0";"";""
"bara";"5380";"154 B-1";"AKSU RES";"154";"b20c4aea-ae62-4f24-93d0-19e8115386dc";"matched-stale";"Kaynak satir bulundu ancak veri stale durumda.";"20.04.2026 23:22:00";"159,15";"";"";"voltage";"159,15";"";"0";"unknown";"";"";"";"";"";"b20c4aea-ae62-4f24-93d0-19e8115386dc";"";"0";"";""
"bara";"5384";"154 B-1";"YENİCE HES";"154";"837c4a7d-6f7e-4a21-8fab-e3a927077fed";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"160,02";"";"";"voltage";"160,02";"";"0";"unknown";"";"";"";"";"";"837c4a7d-6f7e-4a21-8fab-e3a927077fed";"";"0";"";""
"bara";"5386";"154 B-1";"DDY BEYLİKKÖPRÜ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"5387";"154 B-1";"DDY SAZAK";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"5502";"154 B-1";"SİVRİHİSAR";"154";"6c4c81ff-1de5-4ce1-8122-c3211394105f";"matched-stale";"Kaynak satir bulundu ancak veri stale durumda.";"20.04.2026 23:22:00";"158,66";"";"";"voltage";"158,66";"";"0";"unknown";"";"";"";"";"";"6c4c81ff-1de5-4ce1-8122-c3211394105f";"";"0";"";""
"bara";"5509";"154 B-1";"ALTINEKİN";"154";"30917e27-3052-4e6e-abe6-cd9e3bab5e4c";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"158,80";"";"";"voltage";"158,80";"";"0";"unknown";"";"";"";"";"";"30917e27-3052-4e6e-abe6-cd9e3bab5e4c";"";"0";"";""
"bara";"5864";"154 B-1";"İNCEK";"154";"d01f9c4b-9f3a-41f7-8845-68654f87c96f";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"154,96";"";"";"voltage";"154,96";"";"0";"unknown";"";"";"";"";"";"d01f9c4b-9f3a-41f7-8845-68654f87c96f";"";"0";"";""
"bara";"5946";"154 B-1";"GEYCEK RES";"154";"815298cf-3cdd-4755-88bb-8d98f1046eea";"matched-live";"Kaynak satir tekil olarak eslesti.";"20.04.2026 23:23:00";"158,52";"";"";"voltage";"158,52";"";"0";"unknown";"";"";"";"";"";"815298cf-3cdd-4755-88bb-8d98f1046eea";"";"0";"";""
"bara";"5947";"154 B-2";"GEYCEK RES";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6004";"154 B-T";"ANKARA SANAYİ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6005";"400 B-2";"BAĞLUM";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6007";"400 B-T";"BAĞLUM";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6008";"154 B-T";"BAĞLUM";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6009";"154 B-T";"BALGAT";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6010";"154 B-T";"BAŞTAŞ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6011";"154 B-T";"ÇAYIRHAN TES";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6012";"154 B-TA";"SİNCAN";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6013";"154 B-TB";"SİNCAN";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6014";"400 B-2";"SİNCAN";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6015";"400 B-T";"SİNCAN";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6016";"400 B-2";"TEMELLİ";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6017";"400 B-T";"TEMELLİ";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6018";"154 B-T";"TEMELLİ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6019";"154 B-T";"BEYLİKKÖPRÜ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6020";"154 B-T";"BEYPAZARI";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6021";"154 B-T";"YILDIZ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6022";"154 B-T";"EMİRLER";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6023";"154 B-T";"ESENBOĞA";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6024";"154 B-T";"KALECİK";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6025";"154 B-T";"KIRIKKALE";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6026";"154 B-T";"MAMAK";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6027";"154 B-T";"SARIYAR HES";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6028";"154 B-T";"ÜMİTKÖY";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6030";"154 B-T";"OSTİM OSB";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6031";"154 B-2";"ETİ SODA";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6032";"154 B-1B";"DDY KOCAHACILI";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6033";"154 B-T";"ALTINEKİN";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6035";"154 B-T";"CİHANBEYLİ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6036";"154 B-T";"ÇUMRA";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6038";"154 B-1B";"DDY ÇAYIRBAŞI";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6039";"154 B-1B";"DDY GÖZLÜ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6040";"154 B-1B";"DDY A.PINARBAŞI";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6041";"154 B-T";"EREĞLİ KONYA";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6045";"154 B-T";"GÜNEYSINIR";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6046";"154 B-T";"KARAMAN";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6047";"154 B-T";"KARAPINAR";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6048";"154 B-2";"KEPEZKAYA HAVZA";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6049";"154 B-T";"KAYACIK";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6050";"154 B-T";"YAZIR";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6051";"400 B-2";"KARATAY";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6052";"400 B-T";"KARATAY";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6053";"154 B-T";"KARATAY";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6054";"154 B-T";"KULU";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6055";"154 B-T";"LADİK";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6057";"154 B-T";"ŞEREFLİKOÇHİSAR";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6069";"154 B-T";"AKDAĞ MADENİ";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6070";"154 B-T";"AKSU RES";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6072";"154 B-T";"BAYRAMHACILI HES";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6073";"154 B-T";"BOĞAZLIYAN";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6074";"154 B-T";"BOR";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6075";"154 B-2";"ÇAMLICA3 HES";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6076";"154 B-T";"ÇİNKUR";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6077";"154 B-T";"KALABA";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6078";"154 B-T";"HİRFANLI HES";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6079";"154 B-T";"KAYSERİ2";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6080";"154 B-T";"KAYSERİ3";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6081";"400 B-2";"KAYSERİ KAPASİTÖR";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6082";"400 B-T";"KAYSERİ KAPASİTÖR";"400";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6083";"154 B-T";"KAYSERİ KAPASİTÖR";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6085";"154 B-T";"NEVŞEHİR";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6086";"154 B-T";"NİĞDE";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6087";"154 B-2";"NİĞDE OSB";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6088";"154 B-T";"PETLAS";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6089";"154 B-T";"ŞARKIŞLA";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
"bara";"6090";"154 B-T";"SENDİREMEKE";"154";"";"missing-config-id";"Entity icin ilgili SCADA olcum ID tanimli degil.";"";"";"";"";"voltage";"";"";"0";"unknown";"";"";"";"";"";"";"";"";"";""
