Bara Tipi;Bara ID;Bara Adı;RGK Tipi;Bara Gerilim Seviyesi;BYTM;TPYS Santral ID;TPYS Santral İsmi;Bara 1 TA;Bara 1 Setnum;Bara 2 TA;Bara 2 Setnum;Bara 3 TA;Bara 3 Setnum;Ünite Adı;UEVCB Adı;TPYS UEVCB ID;Kaynak Tipi;Aktif Güç TA;Aktif Güç Setnum;Reaktif Güç TA;Reaktif Güç Setnum;Ünite Nominal Güç;Ünite PMKUD;Nominal İkaz (Düşük);Nominal İkaz (Aşırı);Ünite Aktif mi ?;YTBS Santral Adı;YTBS Trafo Merkezi ID;YTBS Trafo Merkezi Adı;Enlem;Boylam;KAYNAK TÜRÜ;İkincil Kaynakları;İli;Bara Tipi;Senkron Kompansatör Var mI?;EÜAŞ Protokol Var Mı?;Yan Hizmetler Analiz Platformu RGK Tipi;RGK TİPİ Açıklama;Dengeleme Birimi mi?;TPYS Ünite MKÜD;TPYS Santral MKÜD
CONVENTIONAL;2113;ÇAMLICA HES 154;CONVENTIONAL_AFTER_1996;154;OA_YTM;7398;ÇAMLICA 1 HES;CAMLICA/154/BB 2/U;2,1,13979;CAMLICA/154/BB 1/U;2,1,13978;-;-;GEN 3;ÇAMLICA 1 HES;3218650;RIVER_TYPE;CAMLICAH/10.6/Gen 3/P;2,1,106787;CAMLICAH/10.6/Gen 3/Q;106788;28;22;-9,2;13,56;AKTİF;ÇAMLICA1 HES;946;ÇAMLICA1 HES;37,921;35,495;Akarsu;0;Kayseri;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;0;0;0
CONVENTIONAL;2113;ÇAMLICA HES 154;CONVENTIONAL_AFTER_1996;154;OA_YTM;7398;ÇAMLICA 1 HES;CAMLICA/154/BB 2/U;2,1,13979;CAMLICA/154/BB 1/U;2,1,13978;-;-;GEN 1;ÇAMLICA 1 HES;3218650;RIVER_TYPE;CAMLICAH/10.6/Gen 1/P;2,1,106779;CAMLICAH/10.6/Gen 1/Q;2,1,106780;28;22;-9,2;13,56;AKTİF;ÇAMLICA1 HES;946;ÇAMLICA1 HES;37,921;35,495;Akarsu;0;Kayseri;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;0;0;0
CONVENTIONAL;2113;ÇAMLICA HES 154;CONVENTIONAL_AFTER_1996;154;OA_YTM;7398;ÇAMLICA 1 HES;CAMLICA/154/BB 2/U;2,1,13979;CAMLICA/154/BB 1/U;2,1,13978;-;-;GEN 2;ÇAMLICA 1 HES;3218650;RIVER_TYPE;CAMLICAH/10.6/Gen 2/P;2,1,106783;CAMLICAH/10.6/Gen 2/Q;2,1,106784;28;22;-9,2;13,56;AKTİF;ÇAMLICA1 HES;946;ÇAMLICA1 HES;37,921;35,495;Akarsu;0;Kayseri;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;0;0;0
CONVENTIONAL;2112;ÇAYIRHAN TES 380;CONVENTIONAL_BEFORE_1996;400;OA_YTM;99;ÇAYIRHAN TES;CAYIRHAN/380/BB 1A/U;2,1,15139;CAYIRHAN/380/BB 2/U;2,1,15141;-;-;ÜNİTE-4;ÇAYIRHAN TES_GR(1,2,3,4);3204406;LIGNITE;CAYIRHAN/15/Gen 4/P;2,1,15090;CAYIRHAN/15/Gen 4/Q;2,1,15091;160;135;-16;24;AKTİF;ÇAYIRHAN TES;886;ÇAYIRHAN TES;40,099;31,694;Linyit;0;Ankara;Konvansiyonel;0;0;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;90;500
CONVENTIONAL;2112;ÇAYIRHAN TES 380;CONVENTIONAL_BEFORE_1996;400;OA_YTM;99;ÇAYIRHAN TES;CAYIRHAN/380/BB 1A/U;2,1,15139;CAYIRHAN/380/BB 2/U;2,1,15141;-;-;ÜNİTE-2;ÇAYIRHAN TES_GR(1,2,3,4);3204406;LIGNITE;CAYIRHAN/15/Gen 2/P;2,1,15080;CAYIRHAN/15/Gen 2/Q;2,1,15081;150;127;-15;22,5;AKTİF;ÇAYIRHAN TES;886;ÇAYIRHAN TES;40,099;31,694;Linyit;0;Ankara;Konvansiyonel;0;0;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;90;500
CONVENTIONAL;2112;ÇAYIRHAN TES 380;CONVENTIONAL_BEFORE_1996;400;OA_YTM;99;ÇAYIRHAN TES;CAYIRHAN/380/BB 1A/U;2,1,15139;CAYIRHAN/380/BB 2/U;2,1,15141;-;-;ÜNİTE-3;ÇAYIRHAN TES_GR(1,2,3,4);3204406;LIGNITE;CAYIRHAN/15/Gen 3/P;2,1,15085;CAYIRHAN/15/Gen 3/Q;2,1,15086;160;135;-16;24;AKTİF;ÇAYIRHAN TES;886;ÇAYIRHAN TES;40,099;31,694;Linyit;0;Ankara;Konvansiyonel;0;0;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;90;500
CONVENTIONAL;2112;ÇAYIRHAN TES 380;CONVENTIONAL_BEFORE_1996;400;OA_YTM;99;ÇAYIRHAN TES;CAYIRHAN/380/BB 1A/U;2,1,15139;CAYIRHAN/380/BB 2/U;2,1,15141;-;-;ÜNİTE-1;ÇAYIRHAN TES_GR(1,2,3,4);3204406;LIGNITE;CAYIRHAN/15/Gen 1/P;2,1,15075;CAYIRHAN/15/Gen 1/Q;2,1,15076;150;127;-15;22,5;AKTİF;ÇAYIRHAN TES;886;ÇAYIRHAN TES;40,099;31,694;Linyit;0;Ankara;Konvansiyonel;0;0;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;90;500
CONVENTIONAL;2104;GÖKÇEKAYA 380;CONVENTIONAL_BEFORE_1996;400;OA_YTM;153;GÖKÇEKAYA;GOKCEKAY/380/ESKISEH3/U;2,1,23586;GOKCEKAY/380/AKSAGOYN/U;2,1,59226;GOKCEKAY/380/GOLBASI/U;2,1,23582;ÜNİTE-3;GÖKCEKAYA HES DB;821;RESERVOIR;GOKCEKAY/14.4/Gen 3/P;2,1,23557;GOKCEKAY/14.4/Gen 3/Q;2,1,23558;92,8;80;-10;5;AKTİF;GÖKÇEKAYA HES;887;GÖKÇEKAYA HES;40,035;31,021;Barajlı;0;Eskişehir;Konvansiyonel;1;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;80;240
CONVENTIONAL;2104;GÖKÇEKAYA 380;CONVENTIONAL_BEFORE_1996;400;OA_YTM;153;GÖKÇEKAYA;GOKCEKAY/380/ESKISEH3/U;2,1,23586;GOKCEKAY/380/AKSAGOYN/U;2,1,59226;GOKCEKAY/380/GOLBASI/U;2,1,23582;ÜNİTE-1;GÖKCEKAYA HES DB;821;RESERVOIR;GOKCEKAY/14.4/Gen 1/P;2,1,23547;GOKCEKAY/14.4/Gen 1/Q;2,1,23548;92,8;80;-10;5;AKTİF;GÖKÇEKAYA HES;887;GÖKÇEKAYA HES;40,035;31,021;Barajlı;0;Eskişehir;Konvansiyonel;1;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;80;240
CONVENTIONAL;2104;GÖKÇEKAYA 380;CONVENTIONAL_BEFORE_1996;400;OA_YTM;153;GÖKÇEKAYA;GOKCEKAY/380/ESKISEH3/U;2,1,23586;GOKCEKAY/380/AKSAGOYN/U;2,1,59226;GOKCEKAY/380/GOLBASI/U;2,1,23582;ÜNİTE-2;GÖKCEKAYA HES DB;821;RESERVOIR;GOKCEKAY/14.4/Gen 2/P;2,1,23552;GOKCEKAY/14.4/Gen 2/Q;2,1,23553;92,8;80;-10;5;AKTİF;GÖKÇEKAYA HES;887;GÖKÇEKAYA HES;40,035;31,021;Barajlı;0;Eskişehir;Konvansiyonel;1;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;80;240
CONVENTIONAL;6011;GÜRSÖĞÜT BARAJI ve HES;CONVENTIONAL_AFTER_1996;154;OA_YTM;15563;GÜRSÖĞÜT BARAJI ve HES;GURSOGUT/154/BB-1/U;2,1,115221;-;-;-;-;ÜNİTE-2;GÜRSÖĞÜT BARAJI ve HES;3213471;RESERVOIR;GURSOGUT/10,5/GR-2/P;2,1,115240;GURSOGUT/10,5/GR-2/Q;2,1,115241;16,96;9;-5,57;10,51;AKTİF;GÜRSÖĞÜT HES;1771;GÜRSÖĞÜT HES;39,921;32,854;Barajlı;0;Ankara;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;2,5;30,5
CONVENTIONAL;6011;GÜRSÖĞÜT BARAJI ve HES;CONVENTIONAL_AFTER_1996;154;OA_YTM;15563;GÜRSÖĞÜT BARAJI ve HES;GURSOGUT/154/BB-1/U;2,1,115221;-;-;-;-;ÜNİTE-5;GÜRSÖĞÜT BARAJI ve HES;3213471;RESERVOIR;GURSOGUT/10.5/GR-5/P;2,1,115255;GURSOGUT/10.5/GR-5/Q;2,1,115256;8,86;5;-2,91;5,49;AKTİF;GÜRSÖĞÜT HES;1771;GÜRSÖĞÜT HES;39,921;32,854;Barajlı;0;Ankara;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;2,5;30,5
CONVENTIONAL;6011;GÜRSÖĞÜT BARAJI ve HES;CONVENTIONAL_AFTER_1996;154;OA_YTM;15563;GÜRSÖĞÜT BARAJI ve HES;GURSOGUT/154/BB-1/U;2,1,115221;-;-;-;-;ÜNİTE-1;GÜRSÖĞÜT BARAJI ve HES;3213471;RESERVOIR;GURSOGUT/10.5/GR-1/P;2,1,115235;GURSOGUT/10.5/GR-1/Q;2,1,115236;16,96;9;-5,57;10,51;AKTİF;GÜRSÖĞÜT HES;1771;GÜRSÖĞÜT HES;39,921;32,854;Barajlı;0;Ankara;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;2,5;30,5
CONVENTIONAL;6011;GÜRSÖĞÜT BARAJI ve HES;CONVENTIONAL_AFTER_1996;154;OA_YTM;15563;GÜRSÖĞÜT BARAJI ve HES;GURSOGUT/154/BB-1/U;2,1,115221;-;-;-;-;ÜNİTE-4;GÜRSÖĞÜT BARAJI ve HES;3213471;RESERVOIR;GURSOGUT/10.5/GR-4/P;2,1,115250;GURSOGUT/10.5/GR-4/Q;2,1,115251;8,86;5;-2,91;5,49;AKTİF;GÜRSÖĞÜT HES;1771;GÜRSÖĞÜT HES;39,921;32,854;Barajlı;0;Ankara;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;2,5;30,5
CONVENTIONAL;2105;HİRFANLI HES 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;157;HİRFANLI HES;HIRFANLY/154/BB A/U;2,1,120002;-;-;-;-;GR-2;HİRFANLI HES;909;RESERVOIR;HIRFANLY/10.6/Gen 2/P;2,1,120188;HIRFANLY/10.6/Gen 2/Q;2,1,120189;32;20;-1;1;AKTİF;HİRFANLI HES;915;HİRFANLI HES;39,274;33,521;Barajlı;0;Kırşehir;Konvansiyonel;0;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;20;80
CONVENTIONAL;2105;HİRFANLI HES 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;157;HİRFANLI HES;HIRFANLY/154/BB A/U;2,1,120002;-;-;-;-;GR-4;HİRFANLI HES;909;RESERVOIR;HIRFANLY/10.6/Gen 4/P;2,1,120198;HIRFANLY/10.6/Gen 4/Q;2,1,120199;32;20;-1;1;AKTİF;HİRFANLI HES;915;HİRFANLI HES;39,274;33,521;Barajlı;0;Kırşehir;Konvansiyonel;0;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;20;80
CONVENTIONAL;2105;HİRFANLI HES 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;157;HİRFANLI HES;HIRFANLY/154/BB A/U;2,1,120002;-;-;-;-;GR-3;HİRFANLI HES;909;RESERVOIR;HIRFANLY/10.6/Gen 3/P;2,1,120193;HIRFANLY/10.6/Gen 3/Q;2,1,120194;32;20;-1;1;AKTİF;HİRFANLI HES;915;HİRFANLI HES;39,274;33,521;Barajlı;0;Kırşehir;Konvansiyonel;0;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;20;80
CONVENTIONAL;2105;HİRFANLI HES 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;157;HİRFANLI HES;HIRFANLY/154/BB A/U;2,1,120002;-;-;-;-;GR-1;HİRFANLI HES;909;RESERVOIR;HIRFANLY/10.6/Gen 1/P;2,1,120183;HIRFANLY/10.6/Gen 1/Q;2,1,120184;32;20;-1;1;AKTİF;HİRFANLI HES;915;HİRFANLI HES;39,274;33,521;Barajlı;0;Kırşehir;Konvansiyonel;0;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;20;80
CONVENTIONAL;4952;İÇ ANADOLU DGKÇ SANTRALİ;CONVENTIONAL_AFTER_1996;400;OA_YTM;9701;İÇ ANADOLU DGKÇS;ICANADOL/380/BB-2/U;2,1,61253;ICANADOL/380/BB-1/U;2,1,61249;-;-;Ünite GT2;İÇ ANADOLU DGKÇS;3195727;NATURAL_GAS;ICANADOL/17/Gen GT-2/P;2,1,61289;ICANADOL/17/Gen GT-2/Q;2,1,61290;291;80;-95,68;180,35;AKTİF;İÇ ANADOLU DGKÇ;1301;İÇ ANADOLU DGKÇ;39,758;33,449;Doğal Gaz;0;Kırıkkale;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;141;370
CONVENTIONAL;4952;İÇ ANADOLU DGKÇ SANTRALİ;CONVENTIONAL_AFTER_1996;400;OA_YTM;9701;İÇ ANADOLU DGKÇS;ICANADOL/380/BB-2/U;2,1,61253;ICANADOL/380/BB-1/U;2,1,61249;-;-;Ünite GT3;İÇ ANADOLU DGKÇS;3195727;NATURAL_GAS;ICANADOL/17/Gen ST/P;2,1,61293;ICANADOL/17/Gen ST/Q;2,1,61294;288;80;-94,66;178,49;AKTİF;İÇ ANADOLU DGKÇ;1301;İÇ ANADOLU DGKÇ;39,758;33,449;Doğal Gaz;0;Kırıkkale;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;141;370
CONVENTIONAL;4952;İÇ ANADOLU DGKÇ SANTRALİ;CONVENTIONAL_AFTER_1996;400;OA_YTM;9701;İÇ ANADOLU DGKÇS;ICANADOL/380/BB-2/U;2,1,61253;ICANADOL/380/BB-1/U;2,1,61249;-;-;Ünite GT1;İÇ ANADOLU DGKÇS;3195727;NATURAL_GAS;ICANADOL/17/Gen GT-1/P;2,1,61285;ICANADOL/17/Gen GT-1/Q;2,1,61286;291;80;-95,68;180,35;AKTİF;İÇ ANADOLU DGKÇ;1301;İÇ ANADOLU DGKÇ;39,758;33,449;Doğal Gaz;0;Kırıkkale;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;141;370
CONVENTIONAL;2106;KAPULUKAYA 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;195;KAPULUKAYA;KAPULUKA/154/BB A/U;2,1,28962;-;-;-;-;ÜNİTE-2;KAPULUKAYA;1338;RESERVOIR;KAPULUKA/13.8/Gen2/P;2,1,28996;KAPULUKA/13.8/Gen2/Q;2,1,28997;18;13;-1,8;2,7;AKTİF;KAPULUKAYA HES;903;KAPULUKAYA HES;39,732;33,482;Barajlı;0;Kırıkkale;Konvansiyonel;0;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;13;39
CONVENTIONAL;2106;KAPULUKAYA 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;195;KAPULUKAYA;KAPULUKA/154/BB A/U;2,1,28962;-;-;-;-;ÜNİTE-3;KAPULUKAYA;1338;RESERVOIR;KAPULUKA/13.8/Gen3/P;2,1,29001;KAPULUKA/13.8/Gen3/Q;2,1,29002;18;13;-1,8;2,7;AKTİF;KAPULUKAYA HES;903;KAPULUKAYA HES;39,732;33,482;Barajlı;0;Kırıkkale;Konvansiyonel;0;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;13;39
CONVENTIONAL;2106;KAPULUKAYA 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;195;KAPULUKAYA;KAPULUKA/154/BB A/U;2,1,28962;-;-;-;-;ÜNİTE-1;KAPULUKAYA;1338;RESERVOIR;KAPULUKA/13.8/Gen1/P;2,1,28991;KAPULUKA/13.8/Gen1/Q;2,1,28992;18;13;-1,8;2,7;AKTİF;KAPULUKAYA HES;903;KAPULUKAYA HES;39,732;33,482;Barajlı;0;Kırıkkale;Konvansiyonel;0;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;13;39
CONVENTIONAL;6137;KARAMAN BES;CONVENTIONAL_AFTER_1996;154;OA_YTM;16764;KARAMAN BES;KARMNBES/154/BB A/U;2,1,124882;-;-;-;-;ÜNİTE 1-2;KARAMAN BES;3214971;BIO_MASS;KARMNBES/154/swTRA/P;2,1,124897;KARMNBES/154/swTRA/Q;2,1,124898;40;10,75;-16;22;AKTİF;KARAMAN BES;1847;KARAMAN BES;37,308;33,515;Biyokütle;0;Karaman;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;0;0;0
CONVENTIONAL;5453;KARGI BARAJI VE HES;CONVENTIONAL_AFTER_1996;154;OA_YTM;11022;KARGI BARAJI VE HES;KARGIHS/154/BB-1/U;2,1,49893;KARGIHS/154/BB-2/U;2,1,49894;-;-;ÜNİTE-1;KARGI BARAJI VE HES;3198990;RESERVOIR;KARGIHS/11/Gen1/P;2,1,49920;KARGIHS/11/Gen1/Q;2,1,49921;46,92;20;-15,42;29,08;AKTİF;KARGI HES;1436;KARGI HES;39,967;31,74;Barajlı;0;Eskişehir;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;2,7;36,5
CONVENTIONAL;5453;KARGI BARAJI VE HES;CONVENTIONAL_AFTER_1996;154;OA_YTM;11022;KARGI BARAJI VE HES;KARGIHS/154/BB-1/U;2,1,49893;KARGIHS/154/BB-2/U;2,1,49894;-;-;ÜNİTE-2;KARGI BARAJI VE HES;3198990;RESERVOIR;KARGIHS/11/Gen2/P;2,1,49924;KARGIHS/11/Gen2/Q;2,1,49925;46,92;20;-15,42;29,08;AKTİF;KARGI HES;1436;KARGI HES;39,967;31,74;Barajlı;0;Eskişehir;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;2,7;36,5
CONVENTIONAL;5673;KAZAN SODA DGKÇS;CONVENTIONAL_AFTER_1996;154;OA_YTM;11182;KAZAN DOĞALGAZ KOJ.SANT.;KAZANDG/154/BB-1/U;2,1,71940;KAZANDG/154/BB-2/U;2,1,72145;-;-;ÜNİTE-GT;KAZAN DOĞALGAZ KOJ.SANT.;3199473;NATURAL_GAS;KAZANDG/20/Gen1/P;2,1,72199;KAZANDG/20/Gen1/Q;2,1,72200;271;160;-89,07;167,95;AKTİF;KAZAN DGKÇ;1444;KAZAN DGKÇ;40,106;32,5;Doğal Gaz;0;Ankara;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;205;245
CONVENTIONAL;5673;KAZAN SODA DGKÇS;CONVENTIONAL_AFTER_1996;154;OA_YTM;11182;KAZAN DOĞALGAZ KOJ.SANT.;KAZANDG/154/BB-1/U;2,1,71940;KAZANDG/154/BB-2/U;2,1,72145;-;-;ÜNİTE-BT;KAZAN DOĞALGAZ KOJ.SANT.;3199473;NATURAL_GAS;KAZANDG/11/Gen2/P;2,1,72204;KAZANDG/11/Gen2/Q;2,1,72205;108;60;-35,49;66,93;AKTİF;KAZAN DGKÇ;1444;KAZAN DGKÇ;40,106;32,5;Doğal Gaz;0;Ankara;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;205;245
CONVENTIONAL;2107;KESİKKÖPRÜ 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;235;KESİKKÖPRÜ HES;KESIKKOP/154/KIZ-KIRI/U;2,1,108345;KESIKKOP/154/KIZ-ATAK/U;2,1,108346;-;-;ÜNİTE 2;KESİKKÖPRÜ;1023;RESERVOIR;KESIKKOP/11/Gen 2/P;2,1,32136;KESIKKOP/11/Gen 2/Q;2,1,32137;38;28;-3,8;5,7;AKTİF;KESİKKÖPRÜ;916;KESİKKÖPRÜ HES;39,395;33,421;Barajlı;0;Ankara;Konvansiyonel;0;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;28;56
CONVENTIONAL;2107;KESİKKÖPRÜ 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;235;KESİKKÖPRÜ HES;KESIKKOP/154/KIZ-KIRI/U;2,1,108345;KESIKKOP/154/KIZ-ATAK/U;2,1,108346;-;-;ÜNİTE 1;KESİKKÖPRÜ;1023;RESERVOIR;KESIKKOP/11/Gen 1/P;2,1,32131;KESIKKOP/11/Gen 1/Q;2,1,32132;38;28;-3,8;5,7;AKTİF;KESİKKÖPRÜ;916;KESİKKÖPRÜ HES;39,395;33,421;Barajlı;0;Ankara;Konvansiyonel;0;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;28;56
CONVENTIONAL;2108;SARIYAR 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;154;SARIYAR HES;SARIYAR/154/BB 1/U;2,1,106816;-;-;-;-;Gen 3;SARIYAR 1;882;RESERVOIR;SARIYAR/13.8/Gen 3/P;2,1,106859;SARIYAR/13.8/Gen 3/Q;2,1,106860;40;40;-1;1;AKTİF;SARIYAR HES;910;SARIYAR HES;40,053;31,413;Barajlı;0;Ankara;Konvansiyonel;1;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;40;160
CONVENTIONAL;2108;SARIYAR 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;154;SARIYAR HES;SARIYAR/154/BB 1/U;2,1,106816;-;-;-;-;Gen 2;SARIYAR 1;882;RESERVOIR;SARIYAR/13.8/Gen 2/P;2,1,106855;SARIYAR/13.8/Gen 2/Q;2,1,106856;40;40;-1;1;AKTİF;SARIYAR HES;910;SARIYAR HES;40,053;31,413;Barajlı;0;Ankara;Konvansiyonel;1;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;40;160
CONVENTIONAL;2108;SARIYAR 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;154;SARIYAR HES;SARIYAR/154/BB 1/U;2,1,106816;-;-;-;-;Gen 1;SARIYAR 1;882;RESERVOIR;SARIYAR/13.8/Gen 1/P;2,1,106846;SARIYAR/13.8/Gen 1/Q;2,1,106847;40;40;-1;1;AKTİF;SARIYAR HES;910;SARIYAR HES;40,053;31,413;Barajlı;0;Ankara;Konvansiyonel;1;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;40;160
CONVENTIONAL;2108;SARIYAR 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;154;SARIYAR HES;SARIYAR/154/BB 1/U;2,1,106816;-;-;-;-;Gen 4;SARIYAR 1;882;RESERVOIR;SARIYAR/13.8/Gen 4/P;2,1,106863;SARIYAR/13.8/Gen 4/Q;2,1,106864;40;40;-1;1;AKTİF;SARIYAR HES;910;SARIYAR HES;40,053;31,413;Barajlı;0;Ankara;Konvansiyonel;1;1;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;40;160
CONVENTIONAL;2114;YAMULA HES 154;CONVENTIONAL_AFTER_1996;154;OA_YTM;348;YAMULA BARAJI VE HES;YAMULAHS/154/BB-1/U;2,1,50227;YAMULAHS/154/BB-2/U;2,1,50228;-;-;ÜNİTE-1;YAMULA HES-1;3204401;RESERVOIR;YAMULAHS/11/Gen1/P;2,1,50257;YAMULAHS/11/Gen1/Q;2,1,50258;50;25,5;-16,43;30,99;AKTİF;YAMULA HES;964;YAMULA HES;38,9;35,27;Barajlı;0;Kayseri;Konvansiyonel;1;1;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;0;0;0
CONVENTIONAL;2114;YAMULA HES 154;CONVENTIONAL_AFTER_1996;154;OA_YTM;348;YAMULA BARAJI VE HES;YAMULAHS/154/BB-1/U;2,1,50227;YAMULAHS/154/BB-2/U;2,1,50228;-;-;ÜNİTE-2;YAMULA HES-2;3204402;RESERVOIR;YAMULAHS/11/Gen2/P;2,1,50253;YAMULAHS/11/Gen2/Q;2,1,50254;50;25,5;-16,43;30,99;AKTİF;YAMULA HES;964;YAMULA HES;38,9;35,27;Barajlı;0;Kayseri;Konvansiyonel;1;1;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;0;0;0
CONVENTIONAL;2109;YENİCE 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;11782;YENİCE HES;YENICE/154/BB A/U;2,1,50623;-;-;-;-;ÜNİTE-1;YENİCE HES(KILIÇ ENR.);3200709;RESERVOIR;YENICE/34.5/Gen1/P;2,1,50664;YENICE/34.5/Gen1/Q;2,1,50665;12,33;10,5;-1,23;1,85;AKTİF;YENİCE HES;983;YENİCE HES;40,066;30,857;Barajlı;0;Ankara;Konvansiyonel;0;0;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;3;37,89
CONVENTIONAL;2109;YENİCE 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;11782;YENİCE HES;YENICE/154/BB A/U;2,1,50623;-;-;-;-;ÜNİTE-3;YENİCE HES(KILIÇ ENR.);3200709;RESERVOIR;YENICE/34.5/Gen3/P;2,1,50672;YENICE/34.5/Gen3/Q;2,1,50673;12,33;10,5;-1,23;1,85;AKTİF;YENİCE HES;983;YENİCE HES;40,066;30,857;Barajlı;0;Ankara;Konvansiyonel;0;0;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;3;37,89
CONVENTIONAL;2109;YENİCE 154;CONVENTIONAL_BEFORE_1996;154;OA_YTM;11782;YENİCE HES;YENICE/154/BB A/U;2,1,50623;-;-;-;-;ÜNİTE-2;YENİCE HES(KILIÇ ENR.);3200709;RESERVOIR;YENICE/34.5/Gen2/P;2,1,50668;YENICE/34.5/Gen2/Q;2,1,50669;12,33;10,5;-1,23;1,85;AKTİF;YENİCE HES;983;YENİCE HES;40,066;30,857;Barajlı;0;Ankara;Konvansiyonel;0;0;KON_GB_1996O;KON-1>> 01.06.1996 öncesi;1;3;37,89
CONVENTIONAL;6154;YUNUS EMRE TES;CONVENTIONAL_AFTER_1996;400;OA_YTM;8179;YUNUS EMRE TERMİK SANTRALİ;YUNUSEMR/380/BB 1/U;2,1,57737;-;-;-;-;GR-1;YUNUS EMRE TERMİK SANTRALİ;3222476;LIGNITE;YUNUSEMR/15/Gen 1/P;2,1,59633;YUNUSEMR/15/Gen 1/Q;2,1,59634;145;73;-47,66;89,86;AKTİF;YUNUS EMRE TES;1204;YUNUS EMRE TES;39,861;31,481;Linyit;0;Eskişehir;Konvansiyonel;0;0;KON_GB_2003S;KON-2>> 22.01.2003 sonrası;1;40;40
