sep=;
Kaynak;Veri Tipi;Ölçüm Zamanı;YTM;Santral;YKS İç Bara ID;Bara ID;Bara Adı;TPYS Set;Canlı Bara;Pgen MW;Qgen MVAr;Yardımcı Kaynak MW;Yardımcı Kaynak MVAr;Yardımcı D.İ. Limit;Yardımcı A.İ. Limit;D.İ. Limit;A.İ. Limit;Ana Onay;Yardımcı Onay
"=""API""";"=""WIND""";"=""2026-04-27T01:00:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;157,47;4,96;0,26;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:01:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;157,68;4,96;0,67;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:02:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;157,58;4,96;0,67;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:03:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;157,68;4,96;0,4;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:04:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,09;4,96;0,37;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:05:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,6;1,98;-0,6;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:06:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,6;4,96;-0,67;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:07:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,79;3,97;-0,61;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:08:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,45;2,98;0,43;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:09:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,01;2,98;-0,51;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:10:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,29;3,97;-0,5;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:11:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,63;2,98;0,53;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:12:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,5;2,98;0,53;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:13:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,63;2,98;0,47;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:14:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,24;2,98;0,53;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:15:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,55;2,98;0,53;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:16:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,24;2,98;-0,39;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:17:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,55;1,98;-0,28;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:18:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,86;1,98;0,61;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:19:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,45;4,96;0,68;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:20:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,5;0,99;0,45;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:21:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,37;0,99;0,25;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:22:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,81;0;0,41;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:23:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,37;0;0,49;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:24:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,43;0;0,44;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:25:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,43;0;0,88;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:26:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,5;0;1,02;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:27:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,43;0;0,69;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:28:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,43;0;1,34;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:29:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,09;0;1,53;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:30:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,19;0;1,84;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:31:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,43;0;2,05;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:32:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;160,14;0;2,05;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:33:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,5;0;2,54;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:34:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,6;0;0,62;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:35:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,91;0;-0,6;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:36:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,17;4,96;-0,73;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:37:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,89;4,96;-0,67;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:38:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,86;2,98;-0,61;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:39:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,43;2,98;-0,51;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:40:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,63;3,97;-0,56;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:41:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,94;2,98;-0,5;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:42:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,86;2,98;2,62;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:43:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,55;2,98;2,61;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:44:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,63;2,98;2,61;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:45:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,55;2,98;-0,46;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:46:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,76;2,98;2,75;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:47:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,86;2,98;-0,39;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:48:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,55;1,98;-0,39;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:49:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;158,76;1,98;2,89;;;;;;;;
"=""API""";"=""WIND""";"=""2026-04-27T01:50:00+03:00""";"=""OA_YTM""";"=""AKSU RES""";"=""10928268862""";"=""2890""";"=""AKSU ÇAMLICA RES""";-0,99;159,17;1,98;0,02;;;;;;;;
